,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos
513,TUCUMAN_CHICLIGASTA,"Chicligasta, Tucuman",LA LIBERTAD AVANZA,0.8,0,0.33,1.62,20.32,38.48,0.31,0.22,0.35,0.84,0.18,0.07,0,0.02,36.46,402,0,166,809,10152,19224,153,109,174,419,91,34,0,9,18212,73.4,70673,51871,2.62,0.12,0.96,1359,61
514,TUCUMAN_CRUZ ALTA,"Cruz Alta, Tucuman",LA LIBERTAD AVANZA,2.48,0.06,0.31,0.93,14.68,39.72,0.32,0.23,0.27,1.41,0.52,0.12,0,0.01,38.93,3063,71,383,1147,18111,49003,391,280,330,1745,646,152,3,8,48031,73.96,174245,128874,2.98,0.14,1.16,3837,182
515,TUCUMAN_FAMAILLA,"Famailla, Tucuman",LA LIBERTAD AVANZA,1,0,0.27,1.1,12.69,43.49,0.41,0.25,0.36,0.62,0.25,0.01,0,0,39.54,224,1,61,248,2853,9781,92,57,81,139,57,2,0,0,8893,71.64,32845,23530,3.42,0.11,0.9,804,25
516,TUCUMAN_GRANEROS,"Graneros, Tucuman",UNION POR LA PATRIA,0.65,0,0.45,1.06,13.74,20.26,0.29,0.18,0.27,0.45,0.15,0,0,0,62.49,56,0,39,92,1189,1753,25,16,23,39,13,0,0,0,5407,70.7,12623,8925,2.44,0.13,0.48,218,12
517,TUCUMAN_JUAN BAUTISTA ALBERDI,"Juan Bautista Alberdi, Tucuman",UNION POR LA PATRIA,0.86,0.05,0.34,1.28,19.27,34.35,0.3,0.21,0.49,0.37,0.13,0.27,0,0,42.08,165,10,64,245,3677,6553,57,41,93,70,24,51,0,0,8027,72.44,27227,19723,2.51,0.03,0.74,496,5
518,TUCUMAN_LA COCHA,"La Cocha, Tucuman",UNION POR LA PATRIA,0.51,0,0.41,1.33,15.43,31.24,0.2,0.21,0.72,0.34,0.2,0,0,0,49.42,61,0,49,160,1862,3770,24,25,87,41,24,0,0,0,5963,72.91,17073,12448,2.23,0.12,0.72,277,15
519,TUCUMAN_LEALES,"Leales, Tucuman",UNION POR LA PATRIA,0.69,0.04,0.28,0.91,20.34,28.94,0.29,0.21,0.43,0.43,0.49,0.04,0,0,46.91,249,15,101,331,7365,10477,106,77,156,156,177,14,0,0,16983,73.27,51356,37631,2.92,0.12,0.75,1097,44
520,TUCUMAN_LULES,"Lules, Tucuman",LA LIBERTAD AVANZA,1.01,0,0.29,1.09,20.06,42.63,0.32,0.22,0.33,1.28,0.35,0.2,0,0,32.21,412,0,120,443,8162,17343,132,88,134,519,142,80,1,0,13103,73.63,57857,42603,3.21,0.11,1.2,1367,47
521,TUCUMAN_MONTEROS,"Monteros, Tucuman",UNION POR LA PATRIA,0.91,0,0.32,1.21,13.41,33.4,0.29,0.21,0.37,0.9,0.38,0,0,0,48.59,386,0,136,512,5686,14163,124,91,158,382,161,0,0,1,20603,75.03,58307,43746,2.28,0.16,0.63,998,68
522,TUCUMAN_RIO CHICO,"Rio Chico, Tucuman",UNION POR LA PATRIA,1.03,0.01,0.42,1.22,12.9,28.6,0.41,0.21,0.49,0.6,0.18,0.01,0.01,0,53.92,405,5,167,480,5089,11282,163,81,193,235,72,2,3,0,21272,79.61,51367,40893,2.85,0.06,0.63,1165,23
523,TUCUMAN_SIMOCA,"Simoca, Tucuman",UNION POR LA PATRIA,0.54,0,0.29,0.84,15.53,25.65,0.26,0.14,0.18,0.4,0.11,0.02,0,0,56.05,116,0,62,182,3362,5554,57,31,39,86,23,5,0,0,12138,75.57,29409,22225,1.91,0.14,0.51,425,32
524,TUCUMAN_TAFI DEL VALLE,"Tafi Del Valle, Tucuman",UNION POR LA PATRIA,1.64,0.02,0.59,2.89,13.6,35.83,0.46,0.37,0.46,0.69,0.21,0.78,0,0,42.47,169,2,61,298,1400,3689,47,38,47,71,22,80,0,0,4373,66.28,16393,10866,3.97,0.13,1.14,431,14
525,TUCUMAN_TAFI VIEJO,"Tafi Viejo, Tucuman",LA LIBERTAD AVANZA,2.07,0.03,0.34,1.46,19.36,45.04,0.38,0.21,0.37,1.07,0.39,0.41,0.01,0,28.86,1801,26,299,1267,16852,39203,333,183,326,930,337,359,10,0,25117,72.83,125985,91759,3.51,0.26,1.37,3221,235
526,TUCUMAN_TRANCAS,"Trancas, Tucuman",UNION POR LA PATRIA,1.09,0,0.47,1.83,14.05,36.73,0.42,0.28,0.35,0.36,0.23,0.02,0,0,44.16,121,0,52,203,1555,4064,46,31,39,40,25,2,0,0,4886,68,17037,11585,3.09,0.19,1.22,358,22
527,TUCUMAN_YERBA BUENA,"Yerba Buena, Tucuman",JUNTOS POR EL CAMBIO,1.56,0.01,0.22,1.37,39.01,33.39,0.27,0.19,0.25,1.38,0.34,0.45,0,0.01,21.54,880,6,126,770,21955,18792,154,108,139,779,189,255,0,6,12124,74.51,79337,59116,3.44,0.19,1.16,2034,115
